ark_id,collection_en,acquisition_type_en,area_cm2,area_quartile,collection_age_band,is_on_display,creation_year
cl010053401,Paintings,Purchase,,,,0,1425.0
cl010053402,Paintings,Bequest,,,100+,0,1620.0
cl010053405,Paintings,Historic Collection,,,100+,0,1620.0
cl010053406,Paintings,Historic Collection,,,100+,0,1620.0
cl010053407,Paintings,Historic Collection,,,100+,0,1620.0
cl010053408,Paintings,Historic Collection,,,100+,0,1620.0
cl010053409,Paintings,Historic Collection,,,100+,0,1620.0
cl010053410,Paintings,Historic Collection,,,100+,0,1620.0
cl010053411,Paintings,Historic Collection,,,100+,0,1620.0
cl010053412,Paintings,Historic Collection,,,100+,0,1620.0
cl010053413,Paintings,Historic Collection,,,100+,0,1620.0
cl010053414,Paintings,Purchase,,,,0,1350.0
cl010053415,Paintings,Other,,,100+,0,1650.0
cl010053416,Paintings,Purchase,,,,0,1350.0
cl010053417,Paintings,Other,,,41-60,0,1350.0
cl010053418,Paintings,Other,,,41-60,0,1350.0
cl010053419,Paintings,Other,,,41-60,0,1350.0
cl010053420,Paintings,Other,,,41-60,0,1350.0
cl010053422,Paintings,Purchase,,,,0,1450.0
cl010053424,Paintings,Purchase,,,,0,1450.0
cl010053425,Paintings,Purchase,,,,0,1450.0
cl010053426,Paintings,Other,,,41-60,0,1550.0
cl010053427,Paintings,Purchase,,,,0,1450.0
cl010053428,Paintings,Purchase,,,,0,1450.0
cl010053430,Paintings,Other,,,100+,0,1643.0
cl010053432,Paintings,Bequest,,,100+,0,1646.0
cl010053433,Paintings,Purchase,,,,0,1476.0
cl010053434,Paintings,Purchase,,,,0,1450.0
cl010053435,Paintings,Purchase,,,,0,1434.5
cl010053436,Paintings,Purchase,,,,0,1450.0
cl010053438,Paintings,Historic Collection,,,,0,1650.0
cl010053440,Paintings,Purchase,,,61-80,0,1680.0
cl010053441,Paintings,Bequest,,,100+,0,1750.0
cl010053442,Paintings,Purchase,,,,0,1450.0
cl010053443,Paintings,Gift,,,100+,0,1550.0
cl010053444,Paintings,Purchase,,,61-80,0,1750.0
cl010053445,Paintings,Purchase,,,,0,1507.0
cl010053446,Paintings,Purchase,,,,0,1350.0
cl010053448,Paintings,Other,,,100+,0,1485.0
cl010053450,Paintings,Purchase,,,,0,1450.0
cl010053451,Paintings,Purchase,,,,0,1450.0
cl010053452,Paintings,Purchase,,,,0,1450.0
cl010053453,Paintings,Purchase,,,,0,1468.5
cl010053457,Paintings,Purchase,,,,0,1450.0
cl010053458,Paintings,Bequest,,,100+,0,1750.0
cl010053459,Paintings,Purchase,,,,0,1504.0
cl010053460,Paintings,Purchase,,,,0,1504.0
cl010053461,Paintings,Other,,,61-80,0,1515.0
cl010053464,Paintings,Historic Collection,,,,0,1630.0
cl010053465,Paintings,Bequest,,,100+,0,1650.0
cl010053467,Paintings,Historic Collection,,,,0,1750.0
cl010053468,Paintings,Historic Collection,,,,0,1750.0
cl010053469,Paintings,Historic Collection,,,,0,1750.0
cl010053470,Paintings,Historic Collection,,,,0,1750.0
cl010053471,Paintings,Gift,,,100+,0,1750.0
cl010053472,Paintings,Purchase,,,61-80,0,1450.0
cl010053474,Paintings,Purchase,,,,0,1450.0
cl010053475,Paintings,Purchase,,,,0,1462.5
cl010053485,Paintings,Other,,,100+,0,1850.0
cl010053488,Paintings,Historic Collection,,,,0,1650.0
cl010053494,Paintings,Historic Collection,,,,0,1750.0
cl010053495,Paintings,Historic Collection,,,,0,1750.0
cl010053496,Paintings,Historic Collection,,,100+,0,1750.0
cl010053497,Paintings,Unknown,,,,0,1750.0
cl010053498,Paintings,Unknown,,,,0,1750.0
cl010053499,Paintings,Bequest,,,100+,0,1750.0
cl010053500,Paintings,Bequest,,,100+,0,1750.0
cl010053501,Paintings,Historic Collection,,,,0,1650.0
cl010053505,Paintings,Bequest,,,100+,0,1650.0
cl010053507,Paintings,Purchase,,,,0,1350.0
cl010053508,Paintings,Purchase,,,,0,1350.0
cl010053509,Paintings,Purchase,,,,0,1350.0
cl010053510,Paintings,Purchase,,,,0,1350.0
cl010053511,Paintings,Bequest,,,81-100,0,1650.0
cl010053513,Paintings,Bequest,,,100+,0,1675.0
cl010053515,Paintings,Historic Collection,,,100+,0,1650.0
cl010053516,Paintings,Purchase,,,,0,1550.0
cl010053517,Paintings,Bequest,,,100+,0,1750.0
cl010053518,Paintings,Other,,,61-80,0,1750.0
cl010053519,Paintings,Other,,,61-80,0,1750.0
cl010053520,Paintings,Historic Collection,,,,0,1750.0
cl010053521,Paintings,Historic Collection,,,,0,1750.0
cl010053523,Paintings,Historic Collection,,,,0,1750.0
cl010053524,Paintings,Historic Collection,,,,0,1750.0
cl010053528,Paintings,Purchase,,,,0,1450.0
cl010053529,Paintings,Purchase,,,,0,1450.0
cl010053530,Paintings,Purchase,,,,0,1499.0
cl010053531,Paintings,Purchase,,,,0,1485.0
cl010053532,Paintings,Purchase,,,,0,1491.5
cl010053539,Paintings,Historic Collection,,,,0,1650.0
cl010053542,Paintings,Purchase,,,,0,1450.0
cl010053543,Paintings,Purchase,,,,0,1450.0
cl010053545,Paintings,Purchase,,,,0,1385.0
cl010053546,Paintings,Purchase,,,,0,1550.0
cl010053547,Paintings,Purchase,,,,0,1506.0
cl010053549,Paintings,Bequest,,,100+,0,1650.0
cl010053550,Paintings,Purchase,,,61-80,0,1686.0
cl010053551,Paintings,Bequest,,,100+,0,1650.0
cl010053553,Paintings,Bequest,,,100+,0,1645.0
cl010053554,Paintings,Bequest,,,100+,0,1645.0
cl010053555,Paintings,Historic Collection,,,,0,1750.0
cl010053556,Paintings,Other,,,100+,0,1650.0
cl010053557,Paintings,Bequest,,,100+,0,1700.0
cl010053558,Paintings,Purchase,,,,0,1430.0
cl010053559,Paintings,Purchase,,,,0,1430.0
cl010053560,Paintings,Purchase,,,,0,1430.0
cl010053561,Paintings,Purchase,,,,0,1430.0
cl010053562,Paintings,Purchase,,,,0,1430.0
cl010053563,Paintings,Purchase,,,,0,1430.0
cl010053564,Paintings,Purchase,,,,0,1450.0
cl010053566,Paintings,Purchase,,,,0,1485.0
cl010053567,Paintings,Purchase,,,,0,1450.0
cl010053568,Paintings,Purchase,,,,0,1472.5
cl010053571,Paintings,Purchase,,,,0,1450.0
cl010053572,Paintings,Purchase,,,,0,1382.5
cl010053573,Paintings,Purchase,,,,0,1350.0
cl010053575,Paintings,Historic Collection,,,100+,0,1550.0
cl010053576,Paintings,Purchase,,,100+,0,1650.0
cl010053578,Paintings,Purchase,,,,0,1372.5
cl010053579,Paintings,Purchase,,,,0,1392.5
cl010053580,Paintings,Purchase,,,,0,1387.5
cl010053582,Paintings,Bequest,,,100+,0,1750.0
cl010053583,Paintings,Purchase,,,,0,1450.0
cl010053584,Paintings,Purchase,,,,0,1450.0
cl010053585,Paintings,Historic Collection,,,100+,0,1677.5
cl010053586,Paintings,Other,,,,0,1650.0
cl010053587,Paintings,Historic Collection,,,100+,0,1650.0
cl010053588,Paintings,Bequest,,,100+,0,1680.0
cl010053589,Paintings,Bequest,,,100+,0,1698.0
cl010053590,Paintings,Bequest,,,100+,0,1680.0
cl010053591,Paintings,Bequest,,,100+,0,1650.0
cl010053592,Paintings,Gift,,,100+,0,1650.0
cl010053593,Paintings,Purchase,,,41-60,0,1660.0
cl010053596,Paintings,Purchase,,,,0,1463.0
cl010053597,Paintings,Purchase,,,,0,1499.0
cl010053598,Paintings,Purchase,,,,0,1455.0
cl010053599,Paintings,Purchase,,,,0,1450.0
cl010053600,Paintings,Purchase,,,,0,1350.0
cl010053601,Paintings,Purchase,,,,0,1457.5
cl010053602,Paintings,Purchase,,,,0,1472.5
cl010053603,Paintings,Bequest,,,,0,1430.0
cl010053604,Paintings,Purchase,,,,0,1450.0
cl010053605,Paintings,Purchase,,,,0,1450.0
cl010053606,Paintings,Purchase,,,,0,1507.5
cl010053607,Paintings,Other,,,41-60,0,1450.0
cl010053608,Paintings,Purchase,,,,0,1450.0
cl010053609,Paintings,Purchase,,,,0,1450.0
cl010053610,Paintings,Historic Collection,,,,0,1550.0
cl010053611,Paintings,Purchase,,,,0,1450.0
cl010053612,Paintings,Purchase,,,81-100,0,1650.0
cl010053613,Paintings,Purchase,,,,0,1450.0
cl010053615,Paintings,Gift,,,81-100,0,1750.0
cl010053616,Paintings,Gift,,,81-100,0,1750.0
cl010053621,Paintings,Historic Collection,,,100+,0,1650.0
cl010053622,Paintings,Historic Collection,,,,0,1650.0
cl010053623,Paintings,Historic Collection,,,,0,1650.0
cl010053626,Paintings,Purchase,,,,0,1330.0
cl010053627,Paintings,Purchase,,,,0,1350.0
cl010053628,Paintings,Purchase,,,,0,1450.0
cl010053629,Paintings,Purchase,,,,0,1450.0
cl010053630,Paintings,Purchase,,,,0,1350.0
cl010053631,Paintings,Purchase,,,,0,1367.5
cl010053632,Paintings,Purchase,,,,0,1407.5
cl010053633,Paintings,Purchase,,,,0,1550.0
cl010053634,Paintings,Other,,,41-60,0,1650.0
cl010053635,Paintings,Bequest,,,100+,0,1625.0
cl010053637,Paintings,Purchase,,,,0,1420.0
cl010053638,Paintings,Purchase,,,,0,1420.0
cl010053639,Paintings,Purchase,,,,0,1450.0
cl010053640,Paintings,Purchase,,,,0,1450.0
cl010053644,Paintings,Purchase,,,,0,1450.0
cl010053645,Paintings,Purchase,,,,0,1450.0
cl010053646,Paintings,Purchase,,,,0,1450.0
cl010053647,Paintings,Purchase,,,,0,1450.0
cl010053648,Paintings,Purchase,,,,0,1450.0
cl010053649,Paintings,Purchase,,,,0,1550.0
cl010053650,Paintings,Purchase,,,,0,1407.0
cl010053651,Paintings,Purchase,,,,0,1449.5
cl010053654,Paintings,Purchase,,,,0,1450.0
cl010053655,Paintings,Bequest,,,100+,0,1726.5
cl010053656,Paintings,Bequest,,,100+,0,1750.0
cl010053657,Paintings,Bequest,,,100+,0,1726.5
cl010053658,Paintings,Gift,,,100+,0,1490.0
cl010053659,Paintings,Gift,,,100+,0,1490.0
cl010053660,Paintings,Purchase,,,,0,1350.0
cl010053661,Paintings,Purchase,,,,0,1450.0
cl010053662,Paintings,Purchase,,,,0,1550.0
cl010053663,Paintings,Purchase,,,,0,1365.0
cl010053664,Paintings,Purchase,,,,0,1350.0
cl010053665,Paintings,Purchase,,,,0,1450.0
cl010053666,Paintings,Purchase,,,,0,1450.0
cl010053667,Paintings,Purchase,,,,0,1450.0
cl010053668,Paintings,Purchase,,,,0,1330.0
cl010053669,Paintings,Purchase,,,,0,1420.0
cl010053670,Paintings,Purchase,,,,0,1280.0
cl010053671,Paintings,Purchase,,,,0,1460.0
cl010053672,Paintings,Purchase,,,,0,1450.0
cl010053673,Paintings,Purchase,,,,0,1450.0
cl010053674,Paintings,Purchase,,,,0,1402.5
cl010053675,Paintings,Purchase,,,,0,1450.0
cl010053676,Paintings,Purchase,,,,0,1450.0
cl010053677,Paintings,Purchase,,,,0,1450.0
cl010053678,Paintings,Purchase,,,,0,1450.0
cl010053679,Paintings,Purchase,,,,0,1450.0
cl010053680,Paintings,Purchase,,,,0,1350.0
cl010053681,Paintings,Purchase,,,,0,1495.0
cl010053682,Paintings,Purchase,,,,1,1362.5
cl010053683,Paintings,Purchase,,,,0,1350.0
cl010053684,Paintings,Purchase,,,,0,1450.0
cl010053685,Paintings,Purchase,,,,0,1375.0
cl010053686,Paintings,Purchase,,,,0,1350.0
cl010053687,Paintings,Gift,,,,0,1350.0
cl010053688,Paintings,Purchase,,,,0,1350.0
cl010053689,Paintings,Purchase,,,,0,1350.0
cl010053690,Paintings,Purchase,,,,0,1350.0
cl010053691,Paintings,Purchase,,,,0,1350.0
cl010053692,Paintings,Purchase,,,,0,1450.0
cl010053696,Paintings,Other,,,,0,1753.0
cl010053701,Paintings,Historic Collection,,,,0,1550.0
cl010053702,Paintings,Historic Collection,,,,0,1745.5
cl010053703,Paintings,Other,,,,0,1746.0
cl010053704,Paintings,Bequest,,,100+,0,1650.0
cl010053705,Paintings,Purchase,,,,0,1510.0
cl010053706,Paintings,Purchase,,,,0,1510.0
cl010053707,Paintings,Purchase,,,,0,1550.0
cl010053708,Paintings,Purchase,,,,0,1550.0
cl010053709,Paintings,Bequest,,,100+,0,1650.0
cl010053710,Paintings,Bequest,,,100+,0,1650.0
cl010053711,Paintings,Bequest,,,100+,0,1650.0
cl010053712,Paintings,Bequest,,,100+,0,1650.0
cl010053713,Paintings,Bequest,,,100+,0,1650.0
cl010053714,Paintings,Bequest,,,100+,0,1650.0
cl010053715,Paintings,Bequest,,,100+,0,1625.0
cl010053716,Paintings,Bequest,,,100+,0,1650.0
cl010053717,Paintings,Bequest,,,100+,0,1650.0
cl010053718,Paintings,MNR Recovery,,,61-80,0,1750.0
cl010053719,Paintings,MNR Recovery,,,61-80,0,1650.0
cl010053720,Paintings,MNR Recovery,,,61-80,0,1645.0
cl010053721,Paintings,MNR Recovery,,,61-80,0,1650.0
cl010053722,Paintings,MNR Recovery,,,61-80,0,1650.0
cl010053723,Paintings,Purchase,,,,0,1450.0
cl010053724,Paintings,Purchase,,,,0,1310.0
cl010053727,Paintings,Historic Collection,,,100+,0,1650.0
cl010053728,Paintings,Purchase,,,,0,1519.0
cl010053729,Paintings,Purchase,,,,0,1450.0
cl010053730,Paintings,Purchase,,,,0,1450.0
cl010053731,Paintings,Purchase,,,,0,1450.0
cl010053733,Paintings,Other,,,100+,0,1489.0
cl010053735,Paintings,Gift,,,,0,1350.0
cl010053736,Paintings,Purchase,,,,0,1450.0
cl010053737,Paintings,Purchase,,,,0,1450.0
cl010053738,Paintings,Purchase,,,,0,1463.0
cl010053739,Paintings,Purchase,,,,0,1485.0
cl010053740,Paintings,Purchase,,,,0,1465.0
cl010053741,Paintings,Purchase,,,,0,1465.0
cl010053742,Paintings,Purchase,,,,0,1455.0
cl010053743,Paintings,Purchase,,,,0,1450.0
cl010053745,Paintings,Gift,,,100+,0,1450.0
cl010053746,Paintings,Purchase,,,,0,1415.0
cl010053747,Paintings,Historic Collection,,,,0,1550.0
cl010053749,Paintings,Purchase,,,,0,1449.5
cl010053750,Paintings,Other,,,41-60,0,1450.0
cl010053751,Paintings,Purchase,,,,0,1450.0
cl010053752,Paintings,Purchase,,,,0,1484.5
cl010053753,Paintings,Purchase,,,,0,1484.5
cl010053754,Paintings,Purchase,,,,0,1484.5
cl010053755,Paintings,Purchase,,,,0,1484.5
cl010053756,Paintings,Purchase,,,,0,1484.5
cl010053757,Paintings,Purchase,,,,0,1484.5
cl010053758,Paintings,Purchase,,,,0,1484.5
cl010053759,Paintings,Purchase,,,,0,1484.5
cl010053760,Paintings,Purchase,,,,0,1466.0
cl010053761,Paintings,Purchase,,,,0,1365.0
cl010053762,Paintings,Purchase,,,,0,1506.0
cl010053763,Paintings,Purchase,,,,0,1505.0
cl010053767,Paintings,Historic Collection,,,,0,1650.0
cl010053768,Paintings,Bequest,,,100+,0,1550.0
cl010053769,Paintings,Historic Collection,,,100+,0,1718.5
cl010053770,Paintings,Historic Collection,,,100+,0,1750.0
cl010053772,Paintings,Purchase,,,61-80,0,1750.0
cl010053773,Paintings,Bequest,,,100+,0,1729.0
cl010053774,Paintings,Purchase,,,,0,1350.0
cl010053775,Paintings,Purchase,,,,0,1450.0
cl010053776,Paintings,Purchase,,,,0,1471.0
cl010053777,Paintings,Purchase,,,,0,1450.0
cl010053778,Paintings,Purchase,,,,0,1490.0
cl010053779,Paintings,Purchase,,,,0,1350.0
cl010053780,Paintings,Purchase,,,,0,1354.0
cl010053782,Paintings,Historic Collection,,,100+,0,1620.0
cl010053784,Paintings,Gift,,,41-60,0,1650.0
cl010053787,Paintings,Gift,,,61-80,0,1450.0
cl010053790,Paintings,Bequest,,,100+,0,1750.0
cl010053791,Paintings,Bequest,,,100+,0,1750.0
cl010053792,Paintings,Other,,,,0,1550.0
cl010053795,Paintings,Bequest,,,100+,0,1850.0
cl010053796,Paintings,Other,,,,0,1741.0
cl010053797,Paintings,Other,,,100+,0,1850.0
cl010053800,Paintings,Bequest,,,100+,0,1650.0
cl010053801,Paintings,Bequest,,,100+,0,1650.0
cl010053802,Paintings,Purchase,,,81-100,0,1650.0
cl010053806,Paintings,Purchase,,,100+,0,1650.0
cl010053808,Paintings,Purchase,,,,0,1650.0
cl010053811,Paintings,Other,,,100+,0,1824.0
cl010053812,Paintings,Historic Collection,,,,0,1650.0
cl010053813,Paintings,Historic Collection,,,,0,1700.0
cl010053814,Paintings,Historic Collection,,,,0,1650.0
cl010053818,Paintings,Historic Collection,,,,0,1650.0
cl010053819,Paintings,Historic Collection,,,,0,1650.0
cl010053821,Paintings,Historic Collection,,,,0,1650.0
cl010053822,Paintings,Gift,,,,0,1650.0
cl010053826,Paintings,Other,,,,0,1789.0
cl010053829,Paintings,Purchase,,,,0,1496.0
cl010053830,Paintings,Purchase,,,,0,1496.0
cl010053831,Paintings,Purchase,,,,0,1473.0
cl010053832,Paintings,Purchase,,,,0,1450.0
cl010053833,Paintings,Purchase,,,,0,1450.0
cl010053834,Paintings,Purchase,,,,0,1450.0
cl010053835,Paintings,Purchase,,,,0,1450.0
cl010053836,Paintings,Purchase,,,,0,1450.0
cl010053837,Paintings,Purchase,,,,0,1350.0
cl010053838,Paintings,Purchase,,,,0,1450.0
cl010053839,Paintings,Purchase,,,,0,1403.0
cl010053840,Paintings,Purchase,,,,0,1350.0
cl010053841,Paintings,Purchase,,,,0,1350.0
cl010053842,Paintings,Purchase,,,,0,1399.0
cl010053843,Paintings,Purchase,,,,0,1484.5
cl010053844,Paintings,Purchase,,,,0,1470.0
cl010053845,Paintings,Purchase,,,100+,0,1750.0
cl010053846,Paintings,Bequest,,,100+,0,1665.0
cl010053847,Paintings,Bequest,,,,0,1450.0
cl010053848,Paintings,Gift,,,100+,0,1450.0
cl010053852,Paintings,Other,,,100+,0,1550.0
cl010053853,Paintings,Purchase,,,,0,1450.0
cl010053854,Paintings,Bequest,,,100+,0,1550.0
cl010053855,Paintings,Historic Collection,,,,0,1650.0
cl010053856,Paintings,Bequest,,,100+,0,1750.0
cl010053859,Paintings,Purchase,,,61-80,0,1694.5
cl010053860,Paintings,Purchase,,,61-80,0,1750.0
cl010053866,Paintings,Purchase,,,,0,1850.0
cl010053869,Paintings,Other,,,100+,0,1640.0
cl010053870,Paintings,Bequest,,,100+,0,1750.0
cl010053872,Paintings,Other,,,100+,0,1751.0
cl010053875,Paintings,Bequest,,,100+,0,1550.0
cl010053876,Paintings,Bequest,,,100+,0,1550.0
cl010053877,Paintings,Bequest,,,100+,0,1550.0
cl010053878,Paintings,Historic Collection,,,,0,1550.0
cl010053880,Paintings,Historic Collection,,,100+,0,1535.0
cl010053884,Paintings,Historic Collection,,,,0,1550.0
cl010053885,Paintings,Other,,,100+,0,1830.0
cl010053886,Paintings,Bequest,,,100+,0,1750.0
cl010053887,Paintings,Purchase,,,61-80,0,1750.0
cl010053892,Paintings,Other,,,100+,0,1850.0
cl010053895,Paintings,Purchase,,,,0,1510.0
cl010053896,Paintings,Historic Collection,,,,0,1543.0
cl010053897,Paintings,Historic Collection,,,,0,1550.0
cl010053899,Paintings,Bequest,,,,0,1550.0
cl010053901,Paintings,Historic Collection,,,,0,1550.0
cl010053903,Paintings,Purchase,,,61-80,0,1624.0
cl010053904,Paintings,Bequest,,,81-100,0,1750.0
cl010053905,Paintings,Purchase,,,100+,0,1650.0
cl010053906,Paintings,Purchase,,,,0,1450.0
cl010053907,Paintings,Purchase,,,,0,1450.0
cl010053908,Paintings,Purchase,,,,0,1463.5
cl010053909,Paintings,Purchase,,,,0,1550.0
cl010053910,Paintings,Purchase,,,,0,1550.0
cl010053911,Paintings,Purchase,,,,0,1399.5
cl010053913,Paintings,Purchase,,,,0,1349.5
cl010053914,Paintings,Purchase,,,,0,1387.0
cl010053915,Paintings,Purchase,,,,0,1374.5
cl010053916,Paintings,Purchase,,,,0,1374.5
cl010053917,Paintings,Purchase,,,,0,1350.0
cl010053920,Paintings,Purchase,,,,0,1349.5
cl010053921,Paintings,Purchase,,,,0,1350.0
cl010053922,Paintings,Gift,,,,0,1349.5
cl010053923,Paintings,Gift,,,100+,0,1350.0
cl010053929,Paintings,Purchase,,,,0,1450.0
cl010053930,Paintings,Purchase,,,,0,1425.0
cl010053931,Paintings,Purchase,,,,0,1400.0
cl010053932,Paintings,Purchase,,,,0,1400.0
cl010053933,Paintings,Purchase,,,,0,1449.5
cl010053934,Paintings,Purchase,,,,0,1449.5
cl010053935,Paintings,Purchase,,,,0,1474.5
cl010053936,Paintings,Purchase,,,,0,1450.0
cl010053937,Paintings,Purchase,,,,0,1474.5
cl010053938,Paintings,Purchase,,,,0,1495.0
cl010053939,Paintings,Purchase,,,,0,1450.0
cl010053940,Paintings,Purchase,,,,0,1440.0
cl010053941,Paintings,Purchase,,,,0,1449.5
cl010053942,Paintings,Purchase,,,,0,1450.0
cl010053943,Paintings,Purchase,,,,0,1455.0
cl010053944,Paintings,Purchase,,,,0,1455.0
cl010053945,Paintings,Purchase,,,,0,1450.0
cl010053946,Paintings,Purchase,,,,0,1450.0
cl010053947,Paintings,Purchase,,,,0,1450.0
cl010053948,Paintings,Purchase,,,,0,1425.0
cl010053949,Paintings,Purchase,,,,0,1449.5
cl010053950,Paintings,Purchase,,,,0,1512.5
cl010053951,Paintings,Purchase,,,,0,1512.5
cl010053952,Paintings,Purchase,,,,0,1512.5
cl010053953,Paintings,Purchase,,,,0,1425.0
cl010053954,Paintings,Purchase,,,,0,1430.0
cl010053955,Paintings,Purchase,,,,0,1430.0
cl010053956,Paintings,Purchase,,,,0,1455.0
cl010053957,Paintings,Purchase,,,,0,1488.0
cl010053958,Paintings,Purchase,,,,0,1450.0
cl010053959,Paintings,Purchase,,,,0,1450.0
cl010053962,Paintings,Purchase,,,,0,1450.0
cl010053963,Paintings,Purchase,,,,0,1450.0
cl010053964,Paintings,Purchase,,,,0,1450.0
cl010053965,Paintings,Purchase,,,,0,1450.0
cl010053967,Paintings,Purchase,,,,0,1450.0
cl010053971,Paintings,Gift,,,,0,1449.5
cl010053972,Paintings,Gift,,,100+,0,1450.0
cl010053973,Paintings,Gift,,,,0,1450.0
cl010053976,Paintings,Purchase,,,,0,1450.0
cl010053977,Paintings,Gift,,,81-100,0,1450.0
cl010053978,Paintings,Gift,,,,0,1450.0
cl010053983,Paintings,Other,,,100+,0,1550.0
cl010053984,Paintings,Historic Collection,,,,0,1550.0
cl010053988,Paintings,Purchase,,,,0,1550.0
cl010053989,Paintings,Purchase,,,,0,1549.5
cl010053990,Paintings,Purchase,,,,0,1549.5
cl010053991,Paintings,Purchase,,,,0,1550.0
cl010053992,Paintings,Purchase,,,,0,1550.0
cl010053993,Paintings,Purchase,,,,0,1550.0
cl010053994,Paintings,Purchase,,,,0,1549.5
cl010053995,Paintings,Purchase,,,,0,1549.5
cl010053999,Paintings,Bequest,,,100+,0,1550.0
cl010054000,Paintings,Gift,,,,0,1550.0
cl010054001,Paintings,Gift,,,100+,0,1550.0
cl010054003,Paintings,Other,,,,0,1550.0
cl010054004,Paintings,Other,,,,0,1550.0
cl010054007,Paintings,Gift,,,,0,1550.0
cl010054008,Paintings,Other,,,,0,1550.0
cl010054015,Paintings,Gift,,,100+,0,1550.0
cl010054017,Paintings,Purchase,,,,0,1550.0
cl010054018,Paintings,Purchase,,,,0,1550.0
cl010054019,Paintings,Purchase,,,,0,1550.0
cl010054022,Paintings,Historic Collection,,,,0,1650.0
cl010054023,Paintings,Historic Collection,,,,0,1650.0
cl010054025,Paintings,Bequest,,,100+,0,1730.0
cl010054028,Paintings,Historic Collection,,,,0,1650.0
cl010054029,Paintings,Historic Collection,,,,0,1650.0
cl010054030,Paintings,Historic Collection,,,100+,0,1650.0
cl010054033,Paintings,Historic Collection,,,,0,1650.0
cl010054035,Paintings,Historic Collection,,,,0,1650.0
cl010054041,Paintings,Purchase,,,100+,0,1650.0
cl010054042,Paintings,Gift,,,100+,0,1650.0
cl010054043,Paintings,Bequest,,,100+,0,1650.0
cl010054044,Paintings,Bequest,,,100+,0,1620.0
cl010054045,Paintings,Bequest,,,100+,0,1650.0
cl010054046,Paintings,Bequest,,,100+,0,1650.0
cl010054047,Paintings,Bequest,,,100+,0,1650.0
cl010054048,Paintings,Bequest,,,100+,0,1650.0
cl010054049,Paintings,Bequest,,,100+,0,1650.0
cl010054050,Paintings,Bequest,,,100+,0,1650.0
cl010054051,Paintings,Bequest,,,100+,0,1650.0
cl010054052,Paintings,Bequest,,,100+,0,1650.0
cl010054053,Paintings,Bequest,,,100+,0,1650.0
cl010054054,Paintings,Bequest,,,100+,0,1650.0
cl010054055,Paintings,Bequest,,,100+,0,1650.0
cl010054058,Paintings,Gift,,,81-100,0,1650.0
cl010054059,Paintings,Purchase,,,,0,1650.0
cl010054065,Paintings,Purchase,,,100+,0,1650.0
cl010054066,Paintings,Bequest,,,100+,0,1750.0
cl010054067,Paintings,Bequest,,,100+,0,1750.0
cl010054068,Paintings,Bequest,,,81-100,0,1750.0
cl010054069,Paintings,Purchase,,,,0,1750.0
cl010054070,Paintings,Historic Collection,,,,0,1650.0
cl010054071,Paintings,Purchase,,,,0,1430.0
cl010054072,Paintings,Purchase,,,,0,1450.0
cl010054073,Paintings,Purchase,,,,0,1474.5
